Age,Gender,Hydration_Level,Oil_Level,Sensitivity,Humidity,Temperature,Skin_Type,Sleep_Hours,Water_Intake_L,Exercise,Stress_Level,Diet,Smoking,Alcohol,Skin_Health_Score
44,Female,Medium,Medium,Low,73.2,23.2,Normal,7,2.3,Moderate,Medium,Mixed,No,Frequently,60
30,Female,Medium,Medium,Medium,70.8,22.8,Combination,5,1.7,Regular,Medium,Mixed,No,Never,49
54,Male,Medium,Low,High,35.2,20.3,Dry,4,2.0,Light,Medium,Healthy,Yes,Never,31
38,Male,Medium,High,Low,79.5,18.1,Oily,7,1.4,Moderate,Medium,Junk,No,Never,51
22,Female,High,High,High,49.6,18.3,Oily,8,3.3,Regular,Medium,Balanced,No,Occasionally,89
32,Female,Medium,High,Medium,46.0,27.0,Oily,6,2.5,Moderate,Medium,Junk,Yes,Never,38
25,Female,Medium,High,High,48.4,36.4,Sensitive,5,3.5,Light,Low,Healthy,No,Never,74
58,Male,Low,Low,Medium,47.2,36.0,Dry,4,3.4,Regular,Low,Balanced,No,Never,64
41,Female,Medium,Medium,Low,65.1,35.0,Normal,5,1.4,Light,Medium,Balanced,No,Never,45
18,Female,High,High,Low,58.0,23.7,Oily,6,3.2,None,Low,Balanced,No,Never,78
60,Female,Low,Low,Medium,78.0,19.1,Dry,7,2.0,Light,High,Healthy,No,Occasionally,48
38,Male,Medium,Medium,Low,84.9,21.1,Normal,5,3.2,None,Medium,Healthy,No,Never,59
38,Female,Medium,Medium,Low,76.6,20.9,Normal,9,3.4,Regular,Medium,Junk,No,Never,80
47,Male,Medium,Medium,Low,73.8,32.5,Normal,7,3.5,Moderate,Medium,Mixed,Yes,Never,57
39,Male,Low,Medium,High,63.6,23.5,Combination,6,3.0,Moderate,Low,Balanced,Yes,Occasionally,59
19,Male,Low,Low,Low,82.0,26.1,Dry,5,2.3,Light,Low,Healthy,No,Never,64
40,Female,Medium,Medium,Low,29.1,26.8,Normal,5,2.8,Regular,High,Junk,No,Never,39
38,Male,High,Medium,High,52.6,18.7,Combination,8,3.0,Light,Medium,Mixed,No,Occasionally,77
18,Female,Low,Low,Medium,51.2,22.3,Dry,8,3.8,None,Medium,Mixed,No,Never,60
20,Female,Medium,Medium,Low,51.9,19.3,Normal,5,2.6,Light,Medium,Balanced,No,Occasionally,50
48,Female,High,High,Medium,31.7,37.6,Oily,9,2.7,Light,Low,Healthy,No,Occasionally,90
30,Male,High,Medium,Medium,56.8,18.7,Combination,8,1.8,Regular,Low,Junk,No,Occasionally,66
45,Female,Low,Low,High,27.8,26.0,Dry,7,2.1,Regular,Medium,Balanced,No,Frequently,65
38,Female,Low,Medium,High,65.1,26.8,Dry,9,1.4,Regular,Low,Healthy,No,Occasionally,80
59,Male,Low,Low,Medium,51.9,22.2,Dry,7,2.5,Regular,High,Balanced,No,Never,57
25,Male,Low,Medium,Medium,28.6,27.3,Combination,6,2.7,None,Medium,Balanced,No,Occasionally,48
25,Male,Medium,High,Low,38.9,23.7,Oily,9,1.8,Moderate,Medium,Healthy,Yes,Never,63
37,Male,High,High,Medium,62.6,18.5,Sensitive,8,2.9,None,Medium,Balanced,No,Occasionally,66
45,Female,High,Medium,High,81.7,36.4,Combination,5,3.4,Light,Medium,Balanced,No,Occasionally,58
41,Female,High,Medium,Low,54.1,28.5,Combination,5,1.7,None,High,Healthy,No,Never,28
59,Female,Medium,High,Medium,68.8,23.2,Oily,5,2.8,Regular,Medium,Healthy,Yes,Frequently,40
52,Female,Medium,Medium,Low,34.9,24.3,Normal,6,1.0,Moderate,Low,Balanced,No,Never,62
31,Male,Medium,Medium,Low,25.8,29.8,Normal,4,3.7,Regular,High,Junk,No,Occasionally,28
58,Female,Low,Medium,Low,28.3,25.6,Oily,6,1.8,Moderate,High,Balanced,No,Never,31
32,Female,Low,Low,Medium,35.3,35.3,Dry,8,2.1,Moderate,Medium,Balanced,No,Never,74
53,Male,Medium,Medium,Low,63.9,30.3,Normal,7,1.4,Regular,Medium,Healthy,No,Never,70
20,Female,High,Medium,Medium,79.5,23.0,Dry,4,3.7,Light,High,Healthy,No,Never,49
36,Female,Medium,Medium,Low,55.0,30.7,Normal,8,3.7,Moderate,Medium,Mixed,No,Never,84
54,Male,High,Medium,Medium,58.5,23.1,Combination,8,2.5,Moderate,Low,Healthy,No,Never,95
56,Female,High,Low,High,35.4,27.5,Sensitive,7,1.0,Regular,Low,Mixed,No,Never,75
35,Male,Medium,Medium,High,32.4,25.0,Combination,6,1.5,Light,Medium,Balanced,No,Frequently,38
27,Male,Medium,Medium,Medium,45.7,34.8,Oily,8,3.0,Light,Low,Junk,No,Never,77
39,Male,High,High,Low,79.3,30.9,Oily,8,3.8,Moderate,Medium,Balanced,No,Never,91
20,Male,Medium,Medium,Low,37.7,28.6,Normal,4,3.2,Light,Medium,Healthy,No,Never,60
26,Female,High,High,Low,61.9,36.2,Oily,8,3.6,Moderate,High,Mixed,No,Never,74
47,Female,Medium,Medium,Low,34.1,29.5,Normal,6,2.8,Light,Low,Balanced,No,Occasionally,63
43,Female,Medium,Medium,Low,67.6,30.1,Normal,4,3.7,Light,Medium,Balanced,No,Never,58
29,Male,Low,Medium,High,37.4,20.1,Dry,7,2.8,Light,Low,Junk,No,Never,58
30,Male,Medium,Medium,Low,72.7,31.3,Normal,9,1.3,None,Medium,Healthy,No,Never,62
26,Male,High,Low,High,75.2,32.8,Sensitive,8,2.9,Light,Low,Healthy,No,Occasionally,87
54,Female,Medium,Medium,Low,30.7,27.7,Normal,6,3.4,Regular,Medium,Healthy,No,Occasionally,72
50,Female,Low,Medium,High,47.8,19.2,Combination,7,1.1,None,High,Mixed,No,Never,17
53,Male,High,Low,High,58.0,31.9,Dry,7,3.9,None,High,Healthy,No,Never,52
21,Female,Low,Low,High,59.9,36.5,Dry,4,2.2,Regular,High,Healthy,No,Occasionally,39
40,Male,Medium,High,High,81.0,19.0,Sensitive,8,1.6,Moderate,High,Balanced,No,Frequently,35
36,Male,Medium,High,Low,66.2,27.1,Oily,6,3.3,Moderate,Low,Healthy,Yes,Never,72
39,Female,Medium,Low,High,84.1,36.7,Dry,7,1.9,Regular,High,Balanced,No,Never,53
57,Male,Low,Low,Low,44.8,21.5,Dry,8,3.4,Light,Low,Balanced,No,Frequently,68
34,Male,Low,Medium,Medium,66.0,34.9,Dry,6,2.5,Regular,Low,Balanced,No,Never,79
41,Female,Medium,Medium,Low,28.1,27.5,Normal,9,3.5,Moderate,Medium,Healthy,No,Never,96
51,Male,Medium,Medium,Low,46.0,37.6,Normal,9,2.1,None,High,Balanced,No,Never,47
18,Female,Low,Medium,High,59.9,32.6,Combination,4,2.3,None,Medium,Healthy,No,Never,38
50,Male,Medium,Medium,Medium,65.4,29.6,Oily,6,1.1,None,Low,Healthy,Yes,Occasionally,30
38,Male,High,Low,Low,83.3,19.1,Dry,8,1.6,Regular,Medium,Healthy,No,Occasionally,77
32,Male,Medium,High,High,36.4,18.2,Oily,7,1.3,Moderate,Medium,Balanced,No,Frequently,48
20,Female,High,Medium,High,63.2,25.2,Combination,8,1.2,Regular,Low,Mixed,No,Never,84
46,Male,Medium,Medium,Low,34.4,26.3,Normal,5,2.1,Light,Medium,Balanced,No,Never,50
59,Male,Low,Medium,Medium,70.4,27.6,Dry,4,1.2,Moderate,Medium,Healthy,No,Never,35
41,Female,Medium,High,Medium,47.0,19.7,Oily,6,1.6,None,Medium,Mixed,Yes,Occasionally,17
40,Male,Low,High,High,56.4,32.1,Oily,8,2.8,Regular,Medium,Mixed,Yes,Never,56
38,Male,Low,Low,Low,42.6,34.1,Dry,6,4.0,Regular,High,Balanced,No,Occasionally,53
46,Male,Medium,High,Medium,59.4,36.4,Sensitive,9,2.2,Moderate,Low,Junk,No,Never,75
18,Male,High,High,Medium,81.0,26.1,Oily,4,2.4,Light,Low,Junk,No,Occasionally,45
31,Male,High,High,High,64.0,27.1,Sensitive,4,3.8,Regular,Medium,Balanced,Yes,Never,49
19,Male,Medium,Medium,Low,64.9,35.0,Normal,9,3.7,Light,Low,Balanced,No,Occasionally,90
53,Male,Low,Low,High,41.8,23.4,Sensitive,9,1.5,Regular,Medium,Mixed,Yes,Never,44
38,Female,Medium,Medium,Low,81.6,20.9,Normal,8,1.4,Light,High,Balanced,Yes,Occasionally,27
22,Male,Medium,High,Low,73.4,36.8,Oily,6,1.3,Regular,Medium,Healthy,Yes,Never,51
27,Male,Medium,Medium,Medium,50.5,24.5,Combination,5,1.3,Moderate,High,Balanced,No,Never,37
38,Female,Medium,Low,High,80.7,20.1,Dry,5,2.9,Light,Medium,Junk,No,Never,41
18,Female,Medium,Medium,Low,75.9,18.9,Normal,7,2.6,Moderate,Medium,Balanced,No,Never,79
51,Male,Medium,Low,High,44.4,35.2,Sensitive,6,2.9,Moderate,High,Healthy,No,Never,54
59,Female,High,High,Low,50.6,33.4,Oily,5,3.5,Light,Low,Mixed,Yes,Never,55
38,Male,Low,High,Medium,30.0,33.0,Oily,8,2.0,Light,Medium,Balanced,No,Occasionally,66
28,Male,High,High,Low,46.0,36.4,Oily,5,2.5,Moderate,Medium,Healthy,No,Never,70
56,Male,Medium,High,Low,45.8,23.4,Oily,9,3.2,Regular,Medium,Junk,No,Occasionally,71
59,Male,Medium,Medium,Low,57.0,32.7,Normal,9,1.2,Moderate,Low,Mixed,No,Occasionally,64
47,Female,Medium,Medium,Low,77.7,21.0,Normal,5,1.6,Regular,Low,Balanced,No,Never,62
31,Female,Medium,Low,High,66.3,32.0,Sensitive,6,1.3,Light,Low,Mixed,No,Never,53
59,Female,Medium,High,High,31.1,35.9,Oily,9,1.5,Moderate,Low,Balanced,No,Never,71
41,Female,Medium,Low,Medium,83.7,31.3,Dry,8,1.4,Regular,High,Healthy,Yes,Occasionally,41
54,Female,High,High,Medium,61.5,37.4,Oily,8,1.7,Light,High,Balanced,No,Never,47
32,Male,High,High,Low,33.9,22.8,Oily,4,1.3,Regular,Low,Mixed,No,Never,56
30,Female,High,Low,Medium,40.6,37.5,Sensitive,6,3.9,Regular,High,Mixed,Yes,Never,48
26,Male,Medium,Low,Medium,40.0,33.1,Oily,9,3.6,Moderate,High,Mixed,No,Never,71
24,Male,Medium,Medium,Low,84.0,37.5,Normal,8,3.6,Regular,Low,Balanced,No,Frequently,86
45,Male,Medium,Low,High,73.6,22.2,Dry,4,2.1,Moderate,Low,Balanced,No,Never,63
52,Male,Medium,Medium,Low,36.8,30.8,Normal,9,2.3,Regular,Low,Healthy,No,Never,97
60,Female,Medium,Medium,Low,48.7,24.1,Normal,6,1.9,None,High,Junk,No,Never,5
40,Female,Medium,Medium,Low,55.5,20.6,Normal,5,3.8,Moderate,Low,Healthy,No,Occasionally,80
29,Male,Medium,Medium,Low,44.3,34.1,Normal,5,3.2,Moderate,Medium,Balanced,No,Never,66
50,Female,Low,Medium,Medium,29.2,25.4,Combination,6,1.3,Regular,High,Healthy,No,Never,39
42,Female,High,Medium,High,66.9,22.3,Oily,5,1.3,Moderate,High,Mixed,No,Frequently,19
39,Female,Low,Medium,High,39.7,22.1,Combination,4,3.5,Light,Low,Balanced,No,Frequently,41
31,Female,Medium,Medium,Low,64.1,18.5,Normal,4,3.4,Moderate,High,Junk,No,Frequently,18
26,Male,Medium,Medium,Low,73.4,25.8,Normal,6,2.3,Moderate,Low,Balanced,No,Never,78
41,Female,Low,Low,Low,64.6,18.5,Dry,9,3.7,Light,High,Balanced,No,Never,68
46,Male,High,High,Low,45.7,29.0,Sensitive,9,3.9,None,Low,Mixed,No,Never,81
24,Female,Medium,Medium,Low,73.0,36.7,Normal,6,1.8,Moderate,High,Balanced,Yes,Occasionally,23
23,Female,High,Low,Low,28.3,37.2,Oily,6,3.7,Regular,High,Junk,No,Never,58
35,Male,Medium,Medium,Low,35.5,20.3,Normal,7,2.9,Regular,Medium,Balanced,No,Frequently,67
22,Male,High,Low,High,27.0,32.8,Sensitive,8,1.2,Moderate,Low,Healthy,No,Occasionally,81
40,Female,Medium,Medium,Low,25.3,19.0,Normal,4,3.7,None,Low,Balanced,Yes,Never,40
42,Male,High,High,Low,46.7,18.4,Oily,8,2.7,None,Low,Balanced,No,Never,79
30,Male,Medium,Medium,Low,61.1,32.8,Normal,4,4.0,None,Medium,Healthy,No,Never,52
60,Female,Medium,Low,Medium,26.3,22.8,Dry,6,3.8,Moderate,High,Junk,No,Never,42
45,Female,Medium,Medium,Low,73.2,35.1,Normal,9,3.0,Regular,High,Mixed,No,Never,73
28,Male,Low,Low,Low,43.4,25.5,Dry,7,2.5,Regular,Low,Balanced,No,Occasionally,85
50,Male,Medium,High,Medium,36.1,35.9,Oily,4,3.6,Regular,High,Junk,No,Never,32
35,Female,High,High,Medium,59.7,33.0,Sensitive,6,3.9,None,High,Junk,No,Never,36
37,Male,High,High,High,45.4,33.2,Sensitive,8,1.8,Moderate,High,Mixed,No,Occasionally,47
50,Female,Medium,Medium,Low,63.6,27.5,Normal,5,2.4,Moderate,Medium,Balanced,No,Occasionally,52
31,Female,Medium,Medium,Low,44.3,23.5,Normal,5,2.1,Moderate,High,Balanced,No,Occasionally,43
46,Female,High,High,Medium,49.0,19.1,Oily,8,1.2,None,Low,Balanced,No,Never,63
54,Male,Low,Low,High,75.8,28.6,Dry,6,2.3,Regular,Low,Healthy,No,Occasionally,72
31,Female,Medium,Medium,Low,64.7,35.1,Normal,7,2.4,Moderate,High,Healthy,No,Occasionally,66
47,Male,Low,High,Low,30.1,25.4,Dry,6,1.8,Light,Medium,Mixed,No,Occasionally,31
47,Female,Low,Low,Medium,82.0,23.3,Dry,9,2.6,Light,Medium,Mixed,No,Never,68
44,Male,Medium,High,Low,67.5,37.7,Oily,4,4.0,Regular,High,Mixed,No,Never,47
48,Male,Medium,Medium,Low,67.4,33.5,Normal,7,2.2,Light,Medium,Balanced,No,Occasionally,64
35,Male,High,Medium,Medium,74.0,18.5,Combination,7,3.8,Regular,Medium,Mixed,No,Never,90
37,Female,Medium,Medium,Low,63.5,33.4,Normal,6,1.6,Light,Low,Balanced,Yes,Occasionally,42
40,Male,Medium,Medium,Low,77.2,27.3,Normal,8,1.8,Light,Low,Junk,No,Never,56
42,Male,Medium,High,High,76.3,31.7,Sensitive,5,2.0,Light,Low,Balanced,No,Never,64
51,Male,Medium,Medium,Low,55.6,22.2,Normal,7,3.0,None,Low,Healthy,Yes,Never,65
55,Male,High,Low,Medium,74.9,26.6,Dry,9,1.5,Regular,Medium,Healthy,No,Occasionally,79
54,Female,High,Low,Medium,66.7,29.4,Sensitive,6,2.3,Light,Low,Junk,No,Never,61
24,Female,Medium,High,High,64.2,18.5,Oily,5,3.5,Moderate,High,Junk,Yes,Occasionally,14
45,Female,Medium,Medium,Low,40.2,22.3,Normal,6,3.5,Moderate,Low,Balanced,Yes,Occasionally,64
28,Female,Medium,High,Low,58.0,33.6,Oily,4,3.2,None,High,Healthy,No,Occasionally,32
23,Female,Medium,Medium,Low,73.8,26.0,Normal,6,1.1,Regular,Medium,Healthy,No,Occasionally,61
59,Female,Medium,Medium,Low,67.2,22.9,Normal,7,1.4,Regular,Medium,Mixed,No,Occasionally,57
50,Female,Low,Low,High,83.1,26.8,Sensitive,8,2.5,Light,High,Balanced,No,Never,46
46,Female,Low,Medium,High,47.6,30.4,Combination,7,1.9,Regular,Low,Mixed,No,Never,63
21,Male,Low,Low,High,52.6,20.0,Dry,4,1.4,Regular,Low,Mixed,No,Never,42
45,Female,High,High,Low,73.0,24.4,Oily,4,2.7,Light,High,Mixed,No,Never,34
50,Female,Medium,Medium,High,73.8,27.5,Oily,9,1.1,Moderate,Low,Mixed,No,Never,66
46,Female,Low,High,Low,36.1,20.1,Oily,9,4.0,Regular,Medium,Balanced,No,Never,88
58,Male,Medium,Low,High,81.6,29.3,Dry,7,1.5,Regular,High,Balanced,No,Occasionally,44
34,Male,Medium,Low,Medium,47.9,23.4,Sensitive,9,2.8,Regular,Low,Junk,No,Never,84
33,Female,Medium,Medium,Low,27.5,23.5,Normal,7,1.3,Regular,Medium,Healthy,No,Frequently,61
21,Male,High,Low,High,67.5,29.4,Sensitive,6,2.8,Regular,High,Mixed,No,Occasionally,50
48,Female,Medium,Medium,Low,36.4,35.8,Normal,6,3.4,Regular,Medium,Balanced,No,Never,74
34,Female,Medium,High,High,35.1,24.2,Oily,6,3.3,Light,High,Mixed,No,Never,44
49,Female,Low,High,High,54.9,28.0,Sensitive,4,1.9,Moderate,High,Balanced,No,Never,11
54,Female,Medium,Medium,Low,76.8,25.1,Normal,7,1.1,Light,Medium,Balanced,Yes,Never,37
34,Female,Low,Medium,Medium,79.4,23.6,Combination,5,2.9,Regular,High,Mixed,No,Occasionally,38
52,Male,Medium,Medium,Low,75.9,19.3,Normal,4,1.7,Moderate,Medium,Junk,Yes,Never,6
57,Female,Low,Low,High,64.9,20.3,Dry,5,3.6,Regular,Medium,Balanced,No,Never,56
20,Female,Medium,Medium,Low,79.1,22.4,Normal,6,2.7,Light,High,Balanced,No,Never,50
24,Male,Low,High,Low,27.3,33.9,Oily,7,1.0,Moderate,High,Balanced,Yes,Occasionally,26
18,Male,Medium,High,Medium,55.4,37.5,Sensitive,6,2.4,None,Medium,Junk,No,Never,40
49,Male,Medium,Medium,Low,61.2,21.2,Normal,5,2.7,Light,Medium,Healthy,No,Frequently,45
27,Male,Medium,Medium,Low,54.1,22.4,Oily,7,3.9,Moderate,High,Mixed,No,Never,64
24,Male,Medium,Medium,Low,27.7,29.9,Normal,6,3.4,Moderate,Medium,Mixed,No,Occasionally,68
52,Male,Medium,Low,High,72.9,19.2,Dry,5,2.2,Regular,High,Balanced,No,Never,46
20,Male,High,Medium,Low,68.1,32.7,Combination,7,3.2,Moderate,Low,Balanced,No,Never,99
24,Female,Low,Low,Low,67.3,21.0,Dry,8,2.2,Regular,Low,Junk,Yes,Occasionally,57
21,Male,Low,Medium,Medium,55.8,21.8,Combination,5,3.4,Moderate,Low,Junk,No,Occasionally,49
42,Female,Low,Medium,Medium,37.3,37.2,Dry,9,3.6,Moderate,Low,Mixed,Yes,Occasionally,69
25,Male,High,Low,High,44.4,23.9,Sensitive,6,4.0,Regular,Low,Mixed,No,Never,84
18,Female,Medium,High,High,67.9,18.0,Oily,8,2.8,Regular,Medium,Junk,No,Never,72
33,Female,High,High,Medium,61.6,19.0,Oily,6,3.2,Regular,Low,Balanced,No,Occasionally,91
19,Male,Medium,Medium,Medium,47.1,38.0,Combination,4,3.1,Regular,Low,Balanced,No,Occasionally,71
52,Female,Medium,Medium,High,79.2,28.2,Sensitive,4,2.6,Light,Low,Balanced,No,Never,55
18,Female,Low,Low,Medium,33.4,28.7,Dry,4,2.0,Light,Low,Healthy,No,Never,57
46,Female,Medium,Medium,Low,83.8,24.9,Normal,9,2.1,Light,High,Mixed,No,Never,54
23,Male,Low,High,Low,83.1,36.7,Oily,4,2.5,Moderate,Low,Healthy,Yes,Never,50
55,Male,High,High,Medium,33.7,33.5,Oily,8,2.7,Regular,Low,Healthy,No,Occasionally,94
54,Male,Medium,Medium,Low,35.7,22.1,Normal,4,2.1,None,Medium,Balanced,No,Never,34
25,Male,Medium,Medium,Low,61.6,23.9,Normal,4,1.4,Light,High,Healthy,No,Never,28
36,Male,Medium,High,Medium,36.7,31.2,Oily,9,3.9,Moderate,Medium,Mixed,No,Never,88
25,Female,Low,Low,Low,42.6,32.0,Dry,9,3.8,None,Medium,Balanced,No,Never,68
33,Male,Low,Low,High,39.4,22.4,Dry,8,2.6,Regular,Low,Balanced,No,Never,86
57,Male,Medium,Medium,Low,40.5,18.5,Normal,6,1.7,Regular,High,Junk,No,Never,24
49,Male,High,High,Medium,55.4,26.4,Oily,7,1.6,Moderate,Medium,Junk,No,Never,53
53,Male,High,Low,Medium,30.6,33.9,Oily,8,2.6,Light,Medium,Balanced,No,Never,79
43,Male,Low,Low,High,64.4,36.0,Dry,5,2.2,Moderate,High,Healthy,No,Never,44
52,Female,Low,Medium,Medium,72.6,31.6,Dry,8,1.2,Regular,Medium,Healthy,No,Never,67
52,Female,Medium,Low,Medium,29.5,27.0,Oily,5,1.5,Light,Medium,Balanced,No,Occasionally,31
31,Male,Low,Low,High,25.3,28.9,Dry,6,3.7,Light,High,Junk,No,Never,35
35,Male,Low,Medium,Medium,80.1,27.2,Dry,9,2.9,Light,Low,Healthy,No,Never,87
45,Female,Medium,Medium,Medium,28.4,36.4,Combination,8,3.7,Moderate,Medium,Healthy,No,Never,93
18,Male,Medium,High,Medium,67.4,34.8,Oily,7,1.3,Moderate,High,Balanced,No,Never,47
39,Female,Medium,Medium,Low,82.0,20.0,Normal,9,3.2,Light,Low,Mixed,Yes,Never,75
60,Female,Low,High,Medium,82.9,23.0,Oily,5,3.5,Moderate,Medium,Balanced,No,Never,59
57,Female,Low,High,High,80.3,26.8,Oily,6,3.1,Moderate,High,Mixed,No,Never,42
42,Male,Medium,Low,High,75.5,24.9,Dry,5,1.9,Light,High,Healthy,No,Occasionally,26
47,Male,Medium,Medium,Low,59.4,19.1,Normal,7,1.5,Regular,Medium,Balanced,No,Occasionally,57
38,Female,Low,Low,High,39.0,26.1,Dry,8,2.6,Regular,Medium,Mixed,Yes,Occasionally,55
51,Female,Low,Medium,Medium,55.1,26.4,Dry,8,2.2,Moderate,Low,Healthy,No,Never,89
53,Male,Medium,Medium,Low,43.7,27.8,Normal,4,3.1,Regular,Medium,Balanced,No,Occasionally,52
59,Female,Medium,Low,Medium,76.7,35.1,Dry,9,3.5,Moderate,Medium,Healthy,No,Never,93
23,Male,Low,Low,High,60.6,24.5,Dry,6,3.8,Regular,Low,Healthy,No,Never,86
43,Male,Medium,Medium,Low,77.2,32.5,Normal,9,3.1,Regular,Low,Balanced,No,Occasionally,99
60,Female,Medium,Medium,Low,74.5,19.1,Normal,5,1.5,Moderate,Medium,Mixed,Yes,Never,21
20,Female,Low,Low,High,28.9,20.4,Dry,7,1.3,Moderate,Low,Balanced,No,Frequently,54
35,Male,Low,Low,High,39.7,34.6,Dry,9,1.9,Moderate,Low,Junk,No,Frequently,43
38,Male,High,High,Low,29.9,26.2,Oily,5,2.5,Regular,High,Healthy,Yes,Frequently,35
52,Female,High,High,Medium,44.0,36.6,Oily,5,1.2,Regular,Medium,Junk,No,Occasionally,35
28,Male,Medium,Low,High,68.7,18.4,Dry,9,1.7,Regular,Low,Junk,No,Never,71
36,Male,High,Medium,Medium,45.7,27.1,Oily,7,3.8,Regular,Medium,Mixed,Yes,Never,76
48,Female,Medium,Medium,High,79.8,27.6,Dry,9,3.4,Light,High,Healthy,No,Never,69
60,Male,Low,Low,Medium,84.1,30.3,Dry,5,2.7,Light,Medium,Healthy,No,Never,52
40,Female,Medium,Low,High,77.0,21.6,Sensitive,8,2.8,None,Medium,Balanced,No,Never,67
51,Female,High,High,Low,82.7,31.0,Oily,5,1.9,Regular,Low,Mixed,No,Never,62
19,Female,Low,Low,High,39.4,24.6,Sensitive,9,1.9,Light,Medium,Mixed,No,Never,53
57,Male,Low,Medium,High,68.7,20.5,Combination,8,1.5,Moderate,High,Healthy,No,Never,48
50,Male,Medium,High,Medium,60.0,33.3,Oily,9,3.9,None,Low,Junk,No,Occasionally,62
19,Female,Medium,High,Medium,51.6,21.6,Sensitive,6,3.1,Regular,High,Healthy,No,Never,67
49,Male,Medium,High,Medium,72.5,35.0,Oily,5,2.3,Regular,Medium,Mixed,No,Frequently,42
57,Female,Low,Medium,Medium,58.9,20.2,Combination,8,1.9,Light,Low,Mixed,No,Occasionally,55
41,Female,High,Low,High,49.0,20.9,Sensitive,8,1.1,Moderate,High,Healthy,No,Never,59
48,Female,High,High,High,82.5,25.2,Oily,6,3.2,Light,Low,Junk,No,Frequently,47
22,Male,Medium,Medium,Low,74.0,24.6,Normal,7,3.6,Moderate,Medium,Healthy,No,Never,85
27,Male,Low,Medium,Low,35.3,28.6,Combination,6,3.0,Regular,Medium,Mixed,No,Frequently,60
47,Male,Medium,Medium,Low,63.2,36.8,Combination,5,2.5,Moderate,High,Mixed,No,Occasionally,29
39,Male,Medium,High,Medium,68.8,27.4,Sensitive,8,3.7,Moderate,Medium,Junk,No,Occasionally,70
42,Male,High,Low,Medium,36.7,19.5,Dry,6,1.5,Light,High,Balanced,No,Occasionally,37
38,Female,Medium,Medium,Low,69.0,24.2,Normal,9,1.9,Moderate,Low,Mixed,No,Occasionally,72
60,Female,High,High,Medium,64.1,21.5,Oily,6,3.0,Moderate,Low,Balanced,Yes,Occasionally,68
49,Female,Low,Medium,High,80.4,31.3,Sensitive,7,2.6,None,Medium,Balanced,No,Never,49
23,Male,Low,Medium,Low,64.2,26.7,Combination,5,4.0,Moderate,Medium,Healthy,Yes,Never,52
22,Female,High,Medium,Medium,66.2,33.9,Combination,4,3.2,None,Low,Healthy,No,Never,63
43,Female,Medium,High,Low,75.6,34.9,Oily,7,2.1,Moderate,Low,Healthy,No,Never,92
23,Male,Medium,High,Low,70.1,32.5,Oily,5,1.7,Moderate,Low,Junk,No,Never,43
49,Male,Low,Medium,High,45.1,35.0,Sensitive,7,1.7,Regular,Low,Healthy,Yes,Never,58
56,Male,High,High,Low,78.5,26.4,Sensitive,8,1.6,Regular,High,Balanced,No,Never,56
21,Female,Medium,Medium,Low,77.2,19.2,Oily,8,1.2,None,Medium,Mixed,No,Occasionally,44
56,Female,Medium,Medium,Low,31.2,29.5,Normal,6,2.2,None,High,Balanced,No,Never,36
44,Male,Low,High,High,55.7,18.4,Sensitive,9,3.3,Moderate,Low,Balanced,Yes,Never,78
27,Female,Medium,Medium,Medium,62.3,37.7,Combination,9,2.2,Moderate,High,Balanced,No,Never,72
32,Male,Low,High,High,28.9,24.5,Sensitive,7,3.4,Moderate,Medium,Healthy,Yes,Occasionally,63
31,Female,Medium,Medium,Low,34.1,31.2,Normal,4,3.5,Light,High,Balanced,No,Never,38
52,Male,Medium,Medium,High,63.6,34.7,Sensitive,4,2.9,Moderate,Medium,Balanced,No,Occasionally,40
60,Male,Medium,Medium,Low,47.4,29.4,Normal,9,1.7,Regular,Low,Healthy,Yes,Occasionally,64
41,Male,Medium,Medium,Low,29.5,22.8,Normal,8,3.4,None,High,Balanced,No,Occasionally,51
56,Female,Low,Medium,Low,30.9,33.2,Dry,8,1.8,Light,Medium,Junk,Yes,Occasionally,16
57,Male,High,High,Low,55.0,37.9,Oily,9,1.1,Moderate,High,Healthy,Yes,Never,50
23,Female,Medium,High,High,31.2,33.2,Sensitive,9,1.5,Moderate,Low,Healthy,Yes,Never,70
19,Female,High,Medium,Medium,58.3,23.6,Combination,9,1.0,Moderate,Medium,Mixed,No,Occasionally,69
48,Male,Low,Medium,Low,46.9,32.9,Oily,8,3.6,None,Low,Balanced,No,Occasionally,69
37,Female,Medium,Medium,Low,53.1,23.3,Normal,4,2.8,Moderate,High,Junk,Yes,Never,9
22,Male,Low,Medium,Medium,37.7,36.6,Dry,5,3.9,Moderate,High,Mixed,No,Never,43
37,Male,Medium,High,Medium,69.5,23.3,Oily,9,1.8,Moderate,Low,Healthy,No,Never,86
59,Female,Medium,Medium,Low,61.1,33.6,Normal,9,3.9,Regular,Low,Balanced,No,Never,99
33,Male,Low,Medium,High,55.3,22.3,Sensitive,7,1.7,Moderate,High,Mixed,No,Frequently,22
27,Female,High,Medium,Low,46.0,32.8,Oily,8,3.7,Light,Medium,Balanced,No,Occasionally,81
19,Male,Medium,High,Medium,68.2,18.9,Oily,6,3.3,Light,High,Healthy,Yes,Never,46
42,Male,Medium,High,Low,36.4,32.7,Oily,7,1.1,Moderate,High,Balanced,No,Never,50
31,Female,Low,Low,Low,65.6,26.4,Dry,5,3.8,Moderate,High,Junk,No,Never,29
41,Male,High,Medium,High,84.3,22.3,Sensitive,6,3.3,Regular,High,Junk,No,Frequently,42
